Name,Street Address,Location,Address,Latitude,Longitude,Type 1,Type 2,Type 3,Reviews,Out of 5,No of Reviews,Number of Reviews,Comments,Contact Number,Trip_advisor Url,Menu,Price_Range
The Rock Wood Fired Pizza,4301 S Meridian,"Puyallup, WA 98373-5925","4301 S Meridian, Puyallup, WA 98373-5925",47.1494214,-122.2915142,Pizza,American,,4 of 5 bubbles,4,72 reviews,72,"For great service, great wood fired pizza, and really good wings. You need to go here. Sit at the bar, have a classic bucket. And enjoy your food.",+1 253-286-2402,https://www.tripadvisor.com//Restaurant_Review-g58693-d1027965-Reviews-The_Rock_Wood_Fired_Pizza-Puyallup_Washington.html,http://www.therockwfp.com/menu/,$$ - $$$
Trackside Pizza,201 N Meridian,"Puyallup, WA 98371-8633","201 N Meridian, Puyallup, WA 98371-8633",47.1924833,-122.2934024,Pizza,,,4 of 5 bubbles,4,72 reviews,72,"About the middle of January I had a little informal business meeting at Trackside Pizza was its a few associates to discuss a possible business venture. We arrived and were promptly seated. We could smell the food, pizza was in the air. Pepperoni, sausage, peppers...More",+1 253-845-7437,https://www.tripadvisor.com//Restaurant_Review-g58693-d916250-Reviews-Trackside_Pizza-Puyallup_Washington.html,Check The Website for a Menu,$$ - $$$
Via Veneto Italian Ristorante,629 Brick Blvd.,"Brick, NJ 08723","629 Brick Blvd., Brick, NJ 08723",40.0556614,-74.1373922,Italian,,,4 of 5 bubbles,4,72 reviews,72,"On a positive note, Via Veneto was able to get us in the day of with an early reservation. I really appreciated that after calling other local restaurants and them being “fully booked” and unwilling to accommodate a party of 2 for an early dinner....More",+1 732-477-2618,https://www.tripadvisor.com//Restaurant_Review-g46321-d4706216-Reviews-Via_Veneto_Italian_Ristorante-Brick_New_Jersey.html,Check The Website for a Menu,$$ - $$$
Yakima Steak Company,221 W Yakima Ave,"Yakima, WA 98902","221 W Yakima Ave, Yakima, WA 98902",46.6010342,-120.5123979,American,Steakhouse,Bar,4 of 5 bubbles,4,72 reviews,72,"If you are in Yakima, you need to eat here! Everything from the waiter to the food was amazing. I still think about how good the kids macaroni and cheese was (I ate most of my sons bc he was too slow eating it). Great...More",+1 509-571-1472,https://www.tripadvisor.com//Restaurant_Review-g58838-d12588849-Reviews-Yakima_Steak_Company-Yakima_Washington.html,http://img1.wsimg.com/blobby/go/f0cfa8a6-8189-4d9c-943e-7793e08138dc/downloads/Happy%20Hour%20Menu%206.22.2019.pdf?ver=1565128922571,$$ - $$$
Black Bear Diner,24600 Katy Fwy Ste 900,"Katy, TX 77494-7819","24600 Katy Fwy Ste 900, Katy, TX 77494-7819",29.7868108,-95.7936103,American,Diner,Vegetarian Friendly,4 of 5 bubbles,4,73 reviews,73,"On the positive side the place was clean and had a nice decor. On the down side the food was average at best. Had breakfast. The eggs were fine. The sausage was so so. However, I ordered the hash browns which are supposedly a specialty...More",+1 281-574-7902,https://www.tripadvisor.com//Restaurant_Review-g56062-d13576868-Reviews-Black_Bear_Diner-Katy_Texas.html,Check The Website for a Menu,$$ - $$$
Olive Garden,5319 San Dario Ave,"Laredo, TX 78041-3043","5319 San Dario Ave, Laredo, TX 78041-3043",27.5529421,-99.5028292,Italian,Vegetarian Friendly,Vegan Options,4 of 5 bubbles,4,73 reviews,73,"It was a good place to go out to dinner. Nothing real special. Just what we expected. Waitresses were helpful and pleasant, food tasty ,atmosphere welcoming.",+1 956-796-0480,https://www.tripadvisor.com//Restaurant_Review-g56137-d4056343-Reviews-Olive_Garden-Laredo_Texas.html,Check The Website for a Menu,$$ - $$$
Palenque by Mezcal,3737 Main St,"Riverside, CA 92501-3376","3737 Main St, Riverside, CA 92501-3376",33.9826289,-117.3744354,Mexican,Bar,Beer restaurants,4 of 5 bubbles,4,73 reviews,73,,+1 951-888-2240,https://www.tripadvisor.com//Restaurant_Review-g32978-d6622308-Reviews-Palenque_by_Mezcal-Riverside_California.html,https://abemadirestaurants.com/____menus_pdf/568_a9276ea7f0bcaf2bf3bb5861d1fa839c_.pdf,$$ - $$$
The Original Pancake House,16116 Meridian E,"Puyallup, WA 98375-6230","16116 Meridian E, Puyallup, WA 98375-6230",47.1092088,-122.2941888,American,Vegetarian Friendly,Gluten Free Options,4 of 5 bubbles,4,73 reviews,73,"This place has gone down hill. I had not been in for a year or so, until this morning. I noticed right after being seated that things were taking a lot longer than normal. We beat the rush, so it was odd that it took...More",+1 253-604-0791,https://www.tripadvisor.com//Restaurant_Review-g58693-d3396184-Reviews-The_Original_Pancake_House-Puyallup_Washington.html,Check The Website for a Menu,$$ - $$$
Thirsty Lion Gastropub & Grill,350 Las Colinas Blvd W,"Irving, TX 75039-5469","350 Las Colinas Blvd W, Irving, TX 75039-5469",32.8641673,-96.9360873,Gastropub,Vegetarian Friendly,Gluten Free Options,4 of 5 bubbles,4,73 reviews,73,"Thirsty Lion is located in Toyota Music Factory in Irving. The restaurant is new and well decorated. They serve American food: sandwiches, salads, and hamburgers. Thirsty Lion serves brunch on Saturdays and Sundays. Food is good, but nothing special.",+1 214-496-0400,https://www.tripadvisor.com//Restaurant_Review-g56032-d13135890-Reviews-Thirsty_Lion_Gastropub_Grill-Irving_Texas.html,Check The Website for a Menu,$$ - $$$
Water’s Table,1053 Lake Washington Blvd N,"Renton, WA 98056-1464","1053 Lake Washington Blvd N, Renton, WA 98056-1464",47.5030703,-122.2050662,American,Vegetarian Friendly,Vegan Options,4 of 5 bubbles,4,73 reviews,73,"It’s a Hyatt. I get it, but the prices for dishes at the restaurant and what you receive are pretty astonishing. A charcuterie plate for $24 that has four slices of meat (seriously) and three pieces of cheese the size of a pinky finger is...More",+1 425-203-1234,https://www.tripadvisor.com//Restaurant_Review-g58704-d12842283-Reviews-Water_s_Table-Renton_Washington.html,Check The Website for a Menu,$$ - $$$
Acropolis Pizza & Pasta,500 Central Way,"Kirkland, WA 98033-6208","500 Central Way, Kirkland, WA 98033-6208",47.6791226,-122.1985541,Greek,Italian,Pizza,4 of 5 bubbles,4,74 reviews,74,"This place has been run by the same family since they opened in 1973. I had a salad and a half meatball grinder, sliced meatballs with tomato sauce and cheese. These things are delicious but can be messy to eat. Imagine if it had round...More",+1 425-827-3777,https://www.tripadvisor.com//Restaurant_Review-g58541-d807218-Reviews-Acropolis_Pizza_Pasta-Kirkland_Washington.html,Check The Website for a Menu,$
Jason's Restaurant,1402 S Meridian,"Puyallup, WA 98371-6905","1402 S Meridian, Puyallup, WA 98371-6905",47.178137,-122.2943517,American,,,4 of 5 bubbles,4,74 reviews,74,Met my son and grandson here for breakfast. The food was good. I had the breakfast sandwich and it had a good portion of ham on it and was tasty. What really impressed me about this place was the wait staff. They were so friendly...More,+1 253-845-7367,https://www.tripadvisor.com//Restaurant_Review-g58693-d451221-Reviews-Jason_s_Restaurant-Puyallup_Washington.html,Check The Website for a Menu,$$ - $$$
Mazatlan Restaurant,1325 Pacific Ave,"Everett, WA 98201-4234","1325 Pacific Ave, Everett, WA 98201-4234",47.9767551,-122.2116833,Mexican,,,4 of 5 bubbles,4,74 reviews,74,We usually order 2 enchiladas with cheese and onions. I asked for Chipotle sauce on my dish. It made a wonderful and tasty difference! My wife always enjoys the traditional red sauce but I don't think I'll go red again. The only disappointment of the...More,+1 425-404-3084,https://www.tripadvisor.com//Restaurant_Review-g58466-d3536423-Reviews-Mazatlan_Restaurant-Everett_Washington.html,http://www.themazatlanmex.com/barmenu.php,$$ - $$$
Nicola's Ristorante,650 Union Blvd,"Totowa, NJ 07512-2422","650 Union Blvd, Totowa, NJ 07512-2422",40.897264,-74.2207756,Italian,Vegetarian Friendly,Gluten Free Options,4 of 5 bubbles,4,74 reviews,74,"Had Sunday dinner there. Menu is fairly extensive and service was prompt and cordial.
Two of us had veal dishes that were so tender you could cut it with your fork. Calamari appetizer was excellent and pistacchio crusted salamon also outstanding. Caesar saald was large...More",+1 973-653-3636,https://www.tripadvisor.com//Restaurant_Review-g46871-d2405571-Reviews-Nicola_s_Ristorante-Totowa_New_Jersey.html,Check The Website for a Menu,$$ - $$$
Sterling's Restaurant,3200 W Clearwater Ave,"Kennewick, WA 99336-2735","3200 W Clearwater Ave, Kennewick, WA 99336-2735",46.2125127,-119.164655,American,Vegetarian Friendly,Vegan Options,4 of 5 bubbles,4,74 reviews,74,"I couldn't believe the scope of the menu. I finally settled on Fried chicken and waffles. It was fantastic. the menu is robust. If you can;t find a meal here, you're very hard to please.",+1 509-736-1588,https://www.tripadvisor.com//Restaurant_Review-g58536-d6584501-Reviews-Sterling_s_Restaurant-Kennewick_Tri_Cities_Washington.html,http://sterlingsfamous.com/files/2019/01/NEW-MENU-2019.pdf,$$ - $$$
Davia,6-09 Fair Lawn Ave,"Fair Lawn, NJ 07410-1226","6-09 Fair Lawn Ave, Fair Lawn, NJ 07410-1226",40.9355243,-74.1345708,Italian,Vegetarian Friendly,,4 of 5 bubbles,4,75 reviews,75,Recently had a Birthday dinner at Davia. Everyone was accommodating and the atmosphere was very relaxing. The food was very good.,+1 201-797-6767,https://www.tripadvisor.com//Restaurant_Review-g46430-d1072595-Reviews-Davia-Fair_Lawn_New_Jersey.html,Check The Website for a Menu,$$ - $$$
Don Pepes Mexican Restaurant and Cantina,306 N McColl Rd,"McAllen, TX 78501","306 N McColl Rd, McAllen, TX 78501",26.2037235,-98.2118973,Mexican,Latin,Spanish,4 of 5 bubbles,4,75 reviews,75,Food was good but prices charged didn’t match the menu. We don’t speak Spanish so there was a language problem and didn’t bother trying to ask why we were charged so much. Nice atmosphere but probably wouldn’t recommend unless you speak Spanish.,+1 956-631-8516,https://www.tripadvisor.com//Restaurant_Review-g56255-d2486250-Reviews-Don_Pepes_Mexican_Restaurant_and_Cantina-McAllen_Texas.html,Check The Website for a Menu,$$ - $$$
Bistro 18,18 S Fullerton Ave,"Montclair, NJ 07042-3359","18 S Fullerton Ave, Montclair, NJ 07042-3359",40.8131519,-74.2179864,American,Vegetarian Friendly,Vegan Options,4 of 5 bubbles,4,76 reviews,76,"Nice restaurant , good food , all our choices were delicious Service was good. We will come back for sure",+1 973-233-0800,https://www.tripadvisor.com//Restaurant_Review-g46637-d2251992-Reviews-Bistro_18-Montclair_New_Jersey.html,Check The Website for a Menu,$$ - $$$
Casa Mia,505 Meridian Ave E,"Puyallup, WA 98371-1038","505 Meridian Ave E, Puyallup, WA 98371-1038",47.2527058,-122.2931373,Italian,Pizza,Vegetarian Friendly,4 of 5 bubbles,4,76 reviews,76,"Casa Mia was my first job back in highschool nearly 20 years ago. This place is just as fantastic now is it was back in 2001. The pizza, the pasta, the service, the bread rolls that come with your meal! 

We don't go as often...More",+1 253-770-0400,https://www.tripadvisor.com//Restaurant_Review-g58693-d464112-Reviews-Casa_Mia-Puyallup_Washington.html,http://www.casamiarestaurants.com/menus/,$$ - $$$
Little Euro,517 N Pines Rd,"Spokane Valley, WA 99206-5124","517 N Pines Rd, Spokane Valley, WA 99206-5124",47.6619974,-117.2402984,American,Vegetarian Friendly,,4 of 5 bubbles,4,76 reviews,76,I knew it would be a great place for breakfast when I saw the giant machine making fresh squeezed orange juice. Yes please. Friendly staff. The avacado toast was delicious. Crepes and cinnamon rolls looked amazing.,+1 509-891-7662,https://www.tripadvisor.com//Restaurant_Review-g1784998-d4835156-Reviews-Little_Euro-Spokane_Valley_Washington.html,http://www.littleeurorestaurant.com/menu.html,$$ - $$$
Miracle Pub,201 New Jersey 37,"Toms River, NJ 08724","201 New Jersey 37, Toms River, NJ 08724",39.9664112,-74.2255903,American,Bar,Pub,4 of 5 bubbles,4,76 reviews,76,"I used to be a semi-regular here for happy hour. Something has changed, and not for the better. Surly bartenders, manager has an attitude... no longer the ""warm and fuzzy"" feel. Im now a regular at the Office Lounge which has a smiling staff and...More",+1 732-244-4262,https://www.tripadvisor.com//Restaurant_Review-g46870-d2484312-Reviews-Miracle_Pub-Toms_River_New_Jersey.html,Check The Website for a Menu,$
Anthony's Coal Fired Pizza,80 Parsonage Rd,"Edison, NJ 08837-2416","80 Parsonage Rd, Edison, NJ 08837-2416",40.5504468,-74.3339765,Pizza,Italian,Bar,4 of 5 bubbles,4,77 reviews,77,Terrible. I have been here multiple times and it used to be good. I will NEVER go back! First of all the wings were not served the same way they used to be served. They used to come in a nice sizzle plate with the...More,+1 732-744-1500,https://www.tripadvisor.com//Restaurant_Review-g46410-d2619758-Reviews-Anthony_s_Coal_Fired_Pizza-Edison_New_Jersey.html,https://acfp.com/menu,$$ - $$$
Roots Cafe & Restaurant,3495 US Highway 1,"Princeton, NJ 08540-5933","3495 US Highway 1, Princeton, NJ 08540-5933",40.3099508,-74.6673061,Japanese,Sushi,Asian,4 of 5 bubbles,4,77 reviews,77,we had a wonderful dinner here last Friday night - we sat in the backroom near the fireplace which was perfect on a rainy December night. we were not in a hurry and the wait staff definitely worked at our pace - letting us enjoy...More,+1 609-799-8858,https://www.tripadvisor.com//Restaurant_Review-g46756-d8438599-Reviews-Roots_Cafe_Restaurant-Princeton_New_Jersey.html,http://www.rootsprinceton.com/lunch-menu/,$$ - $$$
Sbarro,651 Kapkowski Rd,"Elizabeth, NJ 07201-4901","651 Kapkowski Rd, Elizabeth, NJ 07201-4901",40.6599534,-74.1710692,Italian,Pizza,Fast Food,4 of 5 bubbles,4,77 reviews,77,Black Friday everything else was very crowded so we decided to grab a quick bite here. The line moved fast so was good. The cheese pizza was good. But the veggie was below average.the spaghetti was okay,+1 908-282-4800,https://www.tripadvisor.com//Restaurant_Review-g46414-d5563805-Reviews-Sbarro-Elizabeth_New_Jersey.html,Check The Website for a Menu,$
Spring Creek Barbeque,21000 Katy Fwy,"Katy, TX 77449-7770","21000 Katy Fwy, Katy, TX 77449-7770",29.7862265,-95.7364408,American,Barbecue,,4 of 5 bubbles,4,77 reviews,77,Was taken here for a biz lunch this week and was quite impressed. The meats were ultra tender and cooked to perfection. The sides well complimented the meat. Enjoyed a lot.,+1 281-829-0359,https://www.tripadvisor.com//Restaurant_Review-g56062-d3863166-Reviews-Spring_Creek_Barbeque-Katy_Texas.html,https://springcreekbarbeque.com/menu/,$$ - $$$
Agave Cocina & Cantina,504 Ramsay Way,"Kent, WA 98032-4513","504 Ramsay Way, Kent, WA 98032-4513",47.3851629,-122.2345934,Mexican,Southwestern,Vegetarian Friendly,4 of 5 bubbles,4,78 reviews,78,"The food is delicious. I've always had good service. Nice atmosphere. I go there regularly. Great for groups, too.",+1 253-277-2053,https://www.tripadvisor.com//Restaurant_Review-g58537-d8466559-Reviews-Agave_Cocina_Cantina-Kent_Washington.html,Check The Website for a Menu,$$ - $$$
Mercato Tomato Pie,212 Market St,"Newark, NJ 07102-3708","212 Market St, Newark, NJ 07102-3708",40.734879,-74.1707179,Pizza,Italian,Vegetarian Friendly,4 of 5 bubbles,4,78 reviews,78,I have to say I was disappointed. Ordered a small Margarita pizza ($16.00)...have read glowing reviews and was awaiting an exceptional pie. What I got was an average at best pizza.. cheese was ok...just not enough...crust better than average...but the most important main ingredient failed...More,+1 973-424-9000,https://www.tripadvisor.com//Restaurant_Review-g46671-d7274145-Reviews-Mercato_Tomato_Pie-Newark_New_Jersey.html,http://mercatotomatopie.com/newark-pizza-menu/,$$ - $$$
Thai Bistro,34817 Enchanted Pkwy S # 1-102,"Federal Way, WA 98003-8376","34817 Enchanted Pkwy S # 1-102, Federal Way, WA 98003-8376",47.2890136,-122.3139135,Asian,Thai,Vegan Options,4 of 5 bubbles,4,78 reviews,78,"It was a bit crowded during the afternoon when we arrived but well worth the wait. They give you a sizeable portion of each dish, it was fresh too, meaning I could tell it had not been sitting all day and they made it as...More",+1 253-874-8800,https://www.tripadvisor.com//Restaurant_Review-g58471-d1888351-Reviews-Thai_Bistro-Federal_Way_Washington.html,Check The Website for a Menu,$$ - $$$
The Rock Wood Fired Pizza,34817 Enchanted Pkwy S,"Federal Way, WA 98003-8376","34817 Enchanted Pkwy S, Federal Way, WA 98003-8376",47.2890136,-122.3139135,Bar,Pizza,American,4 of 5 bubbles,4,78 reviews,78,"I've lived in Federal Way a long time, and always thought this was ""another pizza place"" but this particular evening that's what I felt like eating and away we went. Holy moley, yes, the pizza is wonderful with more styles than you can imagine (I...More",+1 253-835-7625,https://www.tripadvisor.com//Restaurant_Review-g58471-d1382845-Reviews-The_Rock_Wood_Fired_Pizza-Federal_Way_Washington.html,http://www.therockwfp.com/menu/,$$ - $$$
Basiles Italian Restaurant,536 Park Ave,"Freehold, NJ 07728-2377","536 Park Ave, Freehold, NJ 07728-2377",40.2497106,-74.2729971,Italian,Vegetarian Friendly,,4 of 5 bubbles,4,79 reviews,79,"Haven’t been here in years, but did always enjoy it. Made reservations for 6 for Saturday night and glad with did. Every table booked. We found it to terrific! Excellent service, food and atmosphere.",+1 732-866-4085,https://www.tripadvisor.com//Restaurant_Review-g46453-d511586-Reviews-Basiles_Italian_Restaurant-Freehold_New_Jersey.html,https://basilesitalianrestaurant.com/menus/,$$ - $$$
Bud's Seafood Grille,314 Lincoln Ctr,"Stockton, CA 95207-2627","314 Lincoln Ctr, Stockton, CA 95207-2627",38.0124239,-121.3223486,Bar,Seafood,American,4 of 5 bubbles,4,79 reviews,79,,+1 209-956-0270,https://www.tripadvisor.com//Restaurant_Review-g33130-d2167803-Reviews-Bud_s_Seafood_Grille-Stockton_California.html,Check The Website for a Menu,$$ - $$$
Jaspers Richardson,1251 State St,"Richardson, TX 75082-2031","1251 State St, Richardson, TX 75082-2031",33.001579,-96.700628,American,Steakhouse,Gluten Free Options,4 of 5 bubbles,4,79 reviews,79,"We went here for dinner on a Saturday night and had an absolutely top-notch experience from start to finish. The interior is modern, upscale, very clean and sleek. 

Our server Micah was excellent. He was personable and his descriptions of the food were similar to...More",+1 214-716-2610,https://www.tripadvisor.com//Restaurant_Review-g56538-d10155880-Reviews-Jaspers_Richardson-Richardson_Texas.html,Check The Website for a Menu,$$$$
Logan's Roadhouse,5300 San Dario Ave,"Laredo, TX 78041-3000","5300 San Dario Ave, Laredo, TX 78041-3000",27.5517466,-99.4998873,American,Steakhouse,Bar,4 of 5 bubbles,4,79 reviews,79,Our waitress was more interested in being inside the kitchen than reminding our requests. Even worst was the kitchen floor that was visible dirty every time the door was opened.,+1 956-728-8513,https://www.tripadvisor.com//Restaurant_Review-g56137-d2633881-Reviews-Logan_s_Roadhouse-Laredo_Texas.html,https://logansroadhouse.com/menu/,$$ - $$$
Tu Casa,11905 Metropolitan Ave,"Kew Gardens, NY 11415-2605","11905 Metropolitan Ave, Kew Gardens, NY 11415-2605",40.7063236,-73.8314532,Peruvian,Latin,Spanish,4 of 5 bubbles,4,79 reviews,79,We have been coming here for years. We order extra chicken to take home and eat the next day. We did the same thing today. We asked for them to pack green sauce for the chicken and white sauce for the tostones. When they brought...More,+1 718-441-6363,https://www.tripadvisor.com//Restaurant_Review-g47996-d1880501-Reviews-Tu_Casa-Kew_Gardens_Queens_New_York.html,Check The Website for a Menu,$$ - $$$
Al Basha,1076 Main St,"Paterson, NJ 07503-1833","1076 Main St, Paterson, NJ 07503-1833",40.8916497,-74.1567966,Lebanese,Middle Eastern,Halal,4 of 5 bubbles,4,80 reviews,80,They catered our work event. What a great meal. The chicken beef and lamb were HUGE portions the meat was prepared perfectly a little char on the tips and tender and juicy inside. The rice with slivers of almonds beautiful as well as delicious. But...More,+1 973-433-4300,https://www.tripadvisor.com//Restaurant_Review-g46718-d1513466-Reviews-Al_Basha-Paterson_New_Jersey.html,https://albashausa.com/our-menu/,$$ - $$$
HG Bistro,1618 E Main,"Puyallup, WA 98372-3142","1618 E Main, Puyallup, WA 98372-3142",47.1909539,-122.2724198,American,Bar,Vegetarian Friendly,4 of 5 bubbles,4,80 reviews,80,Went here for lunch for the first time on Saturday. The menu is full of items that are cooked with alcohol so that limits one who can't do alcohol etc. I had the flat iron appetizer. It was delicious but definitely not worth the $20...More,+1 253-845-5747,https://www.tripadvisor.com//Restaurant_Review-g58693-d4090172-Reviews-HG_Bistro-Puyallup_Washington.html,http://www.hgbistro.com/menus/,$$ - $$$
Moonshine Bbq,4911 196th St SW,"Lynnwood, WA 98036-6404","4911 196th St SW, Lynnwood, WA 98036-6404",47.821404,-122.2997375,American,Barbecue,Bar,4 of 5 bubbles,4,82 reviews,82,We weren't exactly looking for BBQ but when we drove by it looked like a good idea. It's a small place with limited seating but the food was good and the beer was cold. My wife and I split a two meat plate. She took...More,+1 425-582-0407,https://www.tripadvisor.com//Restaurant_Review-g58578-d6672963-Reviews-Moonshine_Bbq-Lynnwood_Washington.html,Check The Website for a Menu,$$ - $$$
Plum Delicious,3212 NE Sunset Blvd,"Renton, WA 98056-3335","3212 NE Sunset Blvd, Renton, WA 98056-3335",47.5054695,-122.1755001,American,Diner,Vegetarian Friendly,4 of 5 bubbles,4,82 reviews,82,Love the French Dip sandwich and Spaghetti. Great volume for the money. The servers are very friendly. Also take out is great when you want to eat it at home.,+1 425-255-8510,https://www.tripadvisor.com//Restaurant_Review-g58704-d1083502-Reviews-Plum_Delicious-Renton_Washington.html,Check The Website for a Menu,$$ - $$$
Prime Steakhouse,16330 Cleveland St,"Redmond, WA 98052-4314","16330 Cleveland St, Redmond, WA 98052-4314",47.6733923,-122.1221426,American,Steakhouse,,4 of 5 bubbles,4,82 reviews,82,"Got the 16 oz. ribeye for $49 and it was tough - just not a good piece of meat. Table near us had 6 drunk guests who were yelling and screaming the whole time. Waiter did offer to move us. All in all, not worth...More",+1 425-376-2683,https://www.tripadvisor.com//Restaurant_Review-g58702-d7289023-Reviews-Prime_Steakhouse-Redmond_Washington.html,http://redmondprime.com/,$$ - $$$
Stockade Inn,1 N Church St,"Schenectady, NY 12305-1698","1 N Church St, Schenectady, NY 12305-1698",42.8167266,-73.947822,American,Bar,Pub,4 of 5 bubbles,4,82 reviews,82,"This hotel may not be for everyone, but it should be! The building itself is situated on a corner in a peaceful section of the city. It's far enough from the hustle and bustle to be quiet and relaxing, and yet it is within walking...More",+1 518-346-3400,https://www.tripadvisor.com//Restaurant_Review-g48572-d904567-Reviews-Stockade_Inn-Schenectady_New_York.html,Check The Website for a Menu,$$ - $$$
The Irishmen,2923 Colby Ave,"Everett, WA 98201-4010","2923 Colby Ave, Everett, WA 98201-4010",47.9785544,-122.2081401,Irish,Bar,Pub,4 of 5 bubbles,4,82 reviews,82,"Colby Ave. has a lot of restaurants including the Irishmen. My best advice is to consider it a good place for a beer, but skip the food and keep walking to one of the many restaurants on Colby. My wife and I met another couple...More",+1 425-374-5783,https://www.tripadvisor.com//Restaurant_Review-g58466-d952023-Reviews-The_Irishmen-Everett_Washington.html,Check The Website for a Menu,$$ - $$$
Yard House,3775 Tyler St,"Riverside, CA 92503-3460","3775 Tyler St, Riverside, CA 92503-3460",33.9128823,-117.4580624,American,Bar,Vegetarian Friendly,4 of 5 bubbles,4,82 reviews,82,,+1 951-688-9273,https://www.tripadvisor.com//Restaurant_Review-g32978-d2231022-Reviews-Yard_House-Riverside_California.html,Check The Website for a Menu,$$ - $$$
Aja Asian Cuisine and Lounge,28 US Highway 1,"New Brunswick, NJ 08901-1562","28 US Highway 1, New Brunswick, NJ 08901-1562",40.4846536,-74.4160594,Japanese,Sushi,Asian,4 of 5 bubbles,4,83 reviews,83,This restaurant was close to the hotel I was staying at. food was average but since it was so cold out side I did not want to go far.,+1 732-249-5888,https://www.tripadvisor.com//Restaurant_Review-g46664-d4135109-Reviews-Aja_Asian_Cuisine_and_Lounge-New_Brunswick_New_Jersey.html,http://aja-newbrunswick.com/aja/wp-content/uploads/2017/05/Dine-In-Menu-2017-1.pdf,$$ - $$$
Country Gentleman Restaurant And Catering,9221 W Clearwater Ave,"Kennewick, WA 99336-8587","9221 W Clearwater Ave, Kennewick, WA 99336-8587",46.2052408,-119.2461397,American,Contemporary,Vegetarian Friendly,4 of 5 bubbles,4,83 reviews,83,"We've eaten several Sunday breakfasts here and occasional dinners as well. The menu selections are very good. Service is generally very good, but Sunday mornings have the staff stretched a little. The atmosphere is pleasant and seating is comfortable. We will continue to return for...More",+1 509-783-0128,https://www.tripadvisor.com//Restaurant_Review-g58536-d2392556-Reviews-Country_Gentleman_Restaurant_And_Catering-Kennewick_Tri_Cities_Washington.html,Check The Website for a Menu,$$ - $$$
Lazy Boy Saloon,154 Mamaroneck Ave,"White Plains, NY 10601-5334","154 Mamaroneck Ave, White Plains, NY 10601-5334",41.0287217,-73.765382,American,Bar,Pub,4 of 5 bubbles,4,83 reviews,83,"Went here after looking for local spot with good food. The photo’s looked great and the reviews look good.
Came in for dinner and was instantly greeted by Cullen. Great guy very friendly and asked for my name and shook my hand. Was great to...More",+1 914-761-0272,https://www.tripadvisor.com//Restaurant_Review-g48883-d458233-Reviews-Lazy_Boy_Saloon-White_Plains_New_York.html,Check The Website for a Menu,$$ - $$$
Mi Pueblito Restaurant,3101 Pablo Kisel Blvd,"Brownsville, TX 78526-4436","3101 Pablo Kisel Blvd, Brownsville, TX 78526-4436",25.9645487,-97.5057948,Mexican,Latin,,4 of 5 bubbles,4,83 reviews,83,"Our team enjoyed a hearty lunch in this nicely decorated restaurant. Big warrior like statues, skeletons (a la day of the dead theme), paintings and Mexican decor surrounded us as we dined at a large wooden table.
Meat dishes dominated the menu and many of...More",+1 956-350-9696,https://www.tripadvisor.com//Restaurant_Review-g60928-d5106838-Reviews-Mi_Pueblito_Restaurant-Brownsville_Texas.html,https://drive.google.com/file/d/1JxfXN2zFiBM8kAoipFqXrhd8uKdPl4a2/view?usp=drivesdk,$$ - $$$
Coach House Diner,55 State Rt 4,"Hackensack, NJ 07601-6337","55 State Rt 4, Hackensack, NJ 07601-6337",40.9043708,-74.0323532,Diner,American,Vegetarian Friendly,4 of 5 bubbles,4,84 reviews,84,"Both times we were there very late, after 11 PM. At that time in many diners (forget restaurants!) you get warmed-over food and lousy service. Not so here - food was uniformly very good and the service quite good. There weren't many people but it...More",+1 201-488-4999,https://www.tripadvisor.com//Restaurant_Review-g46480-d4632054-Reviews-Coach_House_Diner-Hackensack_New_Jersey.html,Check The Website for a Menu,$$ - $$$
Frankie Feds,831 State Route 33,"Freehold, NJ 07728-8431","831 State Route 33, Freehold, NJ 07728-8431",40.249476,-74.2488826,Italian,Pizza,Vegetarian Friendly,4 of 5 bubbles,4,84 reviews,84,"If you’re looking for a fancy restaurant, this isn’t the place. If you’re looking for excellent hike cooked food, come here! We had New England clam chowder, white pizza and chicken picatta. The bill came out to $59! Great food, great prices, local vibe. Can’t...More",+1 732-294-1333,https://www.tripadvisor.com//Restaurant_Review-g46453-d2092800-Reviews-Frankie_Feds-Freehold_New_Jersey.html,Check The Website for a Menu,$$ - $$$
Lanna Thai,7825 Evergreen Way,"Everett, WA 98203-6435","7825 Evergreen Way, Everett, WA 98203-6435",47.926704,-122.2222425,Asian,Thai,Vegetarian Friendly,4 of 5 bubbles,4,84 reviews,84,"20 years ago we were regulars at this restaurant. It was always busy yet the service was fast and friendly. Now it has the same decor which really needs an overall, its not crowded and the service is slow. We waited 30 minutes for our...More",+1 425-438-3888,https://www.tripadvisor.com//Restaurant_Review-g58466-d1672393-Reviews-Lanna_Thai-Everett_Washington.html,Check The Website for a Menu,$$ - $$$
Solo Trattoria,7 South St,"Freehold, NJ 07728-2207","7 South St, Freehold, NJ 07728-2207",40.2597496,-74.2738911,Italian,,,4 of 5 bubbles,4,84 reviews,84,"good service interesting dishes, the Beggars Purse pasta dinner is unbelievably great.Tuesday is pasta night, choice of 35 pasta at $14 per dinner A BYOB",+1 732-780-2337,https://www.tripadvisor.com//Restaurant_Review-g46453-d4597485-Reviews-Solo_Trattoria-Freehold_New_Jersey.html,Check The Website for a Menu,$$ - $$$
